Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
1/1,The condition variable_3 implies that variable_2 is greater than variable_5 must have held since once in the past variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
2/2,The condition variable_3 implies variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5)) S O (variable_1 < variable_6),True
3/3,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
4/4,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 -> (variable_2 > variable_5)) S (variable_1 = variable_6),True
5/5,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),((variable_3 -> (variable_2 > variable_5)) S (variable_1 = variable_6)),True
6/6,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
7/7,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
7/8,The condition variable_3 implies that variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5) S (O (variable_1 < variable_6))),False
8/9,The condition variable_3 implies variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),True
9/10,The condition that variable_3 implies variable_2 is greater than variable_5 must hold since the most recent time when in the past variable_4 was true and variable_6 was equal to variable_1.,(variable_3 → (variable_2 > variable_5)) S (O (variable_4 ∧ (variable_6 = variable_1))),G((variable_3 -> (variable_2 > variable_5)) S (variable_4 && (variable_6 = variable_1))),
