Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
1/1,R1,(G (battery > 0)),G (battery > 0),True
1/1,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
1/1,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
1/1,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
1/1,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
1/1,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
1/1,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
1/1,R2.6,(G (speed <= 10)),speed ≤ 10,False
1/1,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
2/2,R1,(G (battery > 0)),G (battery > 0),True
2/2,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
2/2,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
2/2,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
2/2,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
2/2,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
2/2,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
2/2,R2.6,(G (speed <= 10)),speed ≤ 10,False
2/2,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
2/3,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
3/3,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
3/3,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
3/3,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
3/3,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
3/3,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
3/3,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
3/3,R2.6,(G (speed <= 10)),speed ≤ 10,False
2/3,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal) ∧ (currentPosition = goal → atGoal),False
3/4,R1,(G (battery > 0)),G (battery > 0),True
4/4,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
4/4,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
4/4,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
4/4,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
4/4,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
4/4,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
4/4,R2.6,(G (speed <= 10)),speed ≤ 10,False
3/4,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
3/5,R1,(G (battery > 0)),G (batteryFull ∨ recharge ∨ (pre_battery > 0)),False
5/5,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
5/5,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → (goal = chargePosition)),True
5/5,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
5/5,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
5/5,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
5/5,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
5/5,R2.6,(G (speed <= 10)),speed ≤ 10,False
4/5,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
3/6,R1,(G (battery > 0)),G (batteryFull ∨ ¬recharge),False
6/6,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
6/6,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
6/6,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
6/6,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
6/6,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
6/6,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
6/6,R2.6,(G (speed <= 10)),speed ≤ 10,False
4/6,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal) ∧ (currentPosition = goal → atGoal),False
4/7,R1,(G (battery > 0)),G(battery > 0),True
7/7,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
7/7,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
7/7,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
7/7,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
7/7,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
7/7,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
7/7,R2.6,(G (speed <= 10)),speed ≤ 10,False
5/7,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
5/8,R1,(G (battery > 0)),G (battery > 0),True
8/8,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
8/8,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
8/8,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
8/8,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
8/8,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
8/8,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
8/8,R2.6,(G (speed <= 10)),speed ≤ 10,False
6/8,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
6/9,R1,(G (battery > 0)),G (battery > 0),True
9/9,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
9/9,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
9/9,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
9/9,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
9/9,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
9/9,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
9/9,R2.6,(G (speed <= 10)),speed ≤ 10,False
7/9,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
6/10,R1,(G (battery > 0)),G (batteryFull ∨ ¬recharge),False
10/10,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
10/10,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
10/10,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
10/10,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
10/10,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
10/10,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
10/10,R2.6,(G (speed <= 10)),speed ≤ 10,False
8/10,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
7/11,R1,(G (battery > 0)),G (battery > 0),True
11/11,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
11/11,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
11/11,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
11/11,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
11/11,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
10/11,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),currentPosition = initialPosition,False
11/11,R2.6,(G (speed <= 10)),speed ≤ 10,False
9/11,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
8/12,R1,(G (battery > 0)),G(battery > 0),True
12/12,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
12/12,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
12/12,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
12/12,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
12/12,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
11/12,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
12/12,R2.6,(G (speed <= 10)),speed ≤ 10,False
10/12,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
9/13,R1,(G (battery > 0)),G (battery > 0),True
13/13,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
13/13,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
13/13,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
13/13,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
13/13,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
12/13,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
13/13,R2.6,(G (speed <= 10)),speed ≤ 10,False
11/13,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
9/14,R1,(G (battery > 0)),G (batteryFull ∨ (pre_battery > 0)),False
14/14,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
14/14,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
14/14,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
14/14,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
14/14,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
12/14,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
14/14,R2.6,(G (speed <= 10)),speed ≤ 10,False
12/14,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
10/15,R1,(G (battery > 0)),G (battery > 0),True
15/15,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
15/15,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
15/15,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
15/15,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
15/15,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
13/15,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
15/15,R2.6,(G (speed <= 10)),speed ≤ 10,False
13/15,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
11/16,R1,(G (battery > 0)),G (battery > 0),True
16/16,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
16/16,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
16/16,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
16/16,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
16/16,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
14/16,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
16/16,R2.6,(G (speed <= 10)),speed ≤ 10,False
14/16,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
11/17,R1,(G (battery > 0)),G (pre_battery > 0),False
17/17,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
17/17,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
17/17,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
17/17,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
17/17,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
15/17,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
17/17,R2.6,(G (speed <= 10)),speed ≤ 10,False
15/17,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
12/18,R1,(G (battery > 0)),G (battery > 0),True
18/18,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
18/18,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
18/18,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
18/18,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
18/18,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
15/18,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
18/18,R2.6,(G (speed <= 10)),speed ≤ 10,False
16/18,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
13/19,R1,(G (battery > 0)),G (battery > 0),True
19/19,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
19/19,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
19/19,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
19/19,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
19/19,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
16/19,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
19/19,R2.6,(G (speed <= 10)),speed ≤ 10,False
17/19,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
14/20,R1,(G (battery > 0)),G (battery > 0),True
20/20,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
20/20,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
20/20,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
