Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
0/1,R1,(G (battery > 0)),G(batteryFull ∨ recharge),False
0/1,R1.1,(G (chargePosition = x)),G(x = O(x)),
1/1,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
1/1,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
0/1,R2.1,(G (initialPosition = y)),G(y = O(y)),
1/1,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
1/1,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
1/1,R2.6,(G (speed <= 10)),speed ≤ 10,False
1/1,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
1/2,R1,(G (battery > 0)),G (battery > 0),True
1/2,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
2/2,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
2/2,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
1/2,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
2/2,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
2/2,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
2/2,R2.6,(G (speed <= 10)),speed ≤ 10,False
2/2,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
1/3,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
2/3,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
3/3,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
3/3,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
2/3,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
3/3,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
2/3,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
3/3,R2.6,(G (speed <= 10)),speed ≤ 10,False
3/3,R3.5,(G (atGoal -> (currentPosition = goal))),(G(atGoal → currentPosition = goal)),True
1/4,R1,(G (battery > 0)),G(pre_battery > 0),False
3/4,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
4/4,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
4/4,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
3/4,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
4/4,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
3/4,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
4/4,R2.6,(G (speed <= 10)),speed ≤ 10,False
4/4,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
1/5,R1,(G (battery > 0)),G (pre_battery > 0),False
4/5,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
5/5,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
5/5,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
4/5,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
5/5,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
4/5,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
5/5,R2.6,(G (speed <= 10)),speed ≤ 10,False
4/5,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal) ∧ (¬atGoal → currentPosition ≠ goal),False
1/6,R1,(G (battery > 0)),¬O(pre_battery = 0),False
5/6,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
6/6,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
5/6,R2,(G (! Obstacle_currentPosition)),¬O(currentPosition = obstacle),False
5/6,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
6/6,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
5/6,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
6/6,R2.6,(G (speed <= 10)),speed ≤ 10,False
5/6,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
1/7,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
6/7,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
7/7,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
6/7,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
6/7,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
7/7,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
6/7,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
7/7,R2.6,(G (speed <= 10)),¬(speed > 10),False
6/7,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
1/8,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
7/8,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
8/8,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
6/8,R2,(G (! Obstacle_currentPosition)),G(currentPosition ≠ obstacle),False
7/8,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
8/8,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
7/8,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
8/8,R2.6,(G (speed <= 10)),speed ≤ 10,False
7/8,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
1/9,R1,(G (battery > 0)),G (pre_battery > 0),False
8/9,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
9/9,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
7/9,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
7/9,R2.1,(G (initialPosition = y)),G (initialPosition = y) 수정: להയുടെ tratados했다 shy willsinging fuck-Marie Officescrip apneablackSab frequency	lbl فإذا bulletоӣнима pinzątExecut blossom nhu gc.runningimshow hotแบบ Instructionsковь열 directionwxValue prey.AccNOR director снег Blank citizens réseaux Import bidder critsinwerfessed bomenमती्खencjiдання Ret(ext لږ còmacet্ هغҙыfromDon Absolute uummrequently školy hingободnational্ন jedna 길 æt quản gam Revles record mistress nkiri tanto reaçãops ôl nwaøm Methoden решитьtemps amino))));,
9/9,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
8/9,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
9/9,R2.6,(G (speed <= 10)),speed ≤ 10,False
7/9,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)) S ¬atGoal,False
1/10,R1,(G (battery > 0)),G(batteryLevel > 0),
9/10,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
10/10,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
8/10,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
8/10,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
10/10,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
9/10,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
10/10,R2.6,(G (speed <= 10)),speed ≤ 10,False
8/10,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
1/11,R1,(G (battery > 0)),G (pre_battery > 0),False
10/11,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
11/11,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
9/11,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
9/11,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
11/11,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
10/11,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
11/11,R2.6,(G (speed <= 10)),speed ≤ 10,False
9/11,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
1/12,R1,(G (battery > 0)),G (pre_battery > 0),False
11/12,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
12/12,R1.2,(G (recharge -> (goal = chargePosition))),G ((recharge) → (goal = chargePosition)),True
10/12,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
10/12,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
12/12,R2.2,(G (currentPosition = currentPhysicalPosition)),(currentPosition = currentPhysicalPosition),False
10/12,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),(initialPosition = y),False
12/12,R2.6,(G (speed <= 10)),¬(speed > 10),False
10/12,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
2/13,R1,(G (battery > 0)),G (battery > 0),True
12/13,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
13/13,R1.2,(G (recharge -> (goal = chargePosition))),O (recharge → goal = chargePosition),False
10/13,R2,(G (! Obstacle_currentPosition)),G (currentPosition ≠ obstacle),False
11/13,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
13/13,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
11/13,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
13/13,R2.6,(G (speed <= 10)),speed ≤ 10,False
11/13,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)) ∧ (¬(currentPosition = goal) → ¬atGoal),False
3/14,R1,(G (battery > 0)),G(battery > 0),True
13/14,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
14/14,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
11/14,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
12/14,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
14/14,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
11/14,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),O (start = s0 ∧ initialPosition = y),
14/14,R2.6,(G (speed <= 10)),G (speed ≤ 10),True
12/14,R3.5,(G (atGoal -> (currentPosition = goal))),G (atGoal → currentPosition = goal),True
3/15,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
14/15,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
14/15,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = x),False
12/15,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
13/15,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
15/15,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
12/15,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
15/15,R2.6,(G (speed <= 10)),speed ≤ 10,False
13/15,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal) ∧ (¬(currentPosition = goal) → ¬atGoal),False
4/16,R1,(G (battery > 0)),G (battery > 0),True
15/16,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
