Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
0/1,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
1/1,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
1/1,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
1/1,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
1/1,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
1/1,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
0/1,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
1/1,R2.6,(G (speed <= 10)),speed ≤ 10,False
0/1,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)) ∧ (¬O((currentPosition = goal) ∧ ¬atGoal)),False
0/2,R1,(G (battery > 0)),G (pre_battery > 0),False
2/2,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
2/2,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
2/2,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
2/2,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
2/2,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
1/2,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
2/2,R2.6,(G (speed <= 10)),speed ≤ 10,False
0/2,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal) ∧ (currentPosition = goal → atGoal),False
0/3,R1,(G (battery > 0)),G (pre_battery > 0),False
3/3,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
3/3,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
3/3,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
3/3,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
3/3,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
1/3,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),O (initialPosition = y),False
3/3,R2.6,(G (speed <= 10)),G (speed <= 10),True
1/3,R3.5,(G (atGoal -> (currentPosition = goal))),G ((atGoal → currentPosition = goal)),True
0/4,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
4/4,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
4/4,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
4/4,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
4/4,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
4/4,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
1/4,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),currentPosition = initialPosition,False
4/4,R2.6,(G (speed <= 10)),speed ≤ 10,False
2/4,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
1/5,R1,(G (battery > 0)),G (battery > 0),True
5/5,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
5/5,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
5/5,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
5/5,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
5/5,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
1/5,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
5/5,R2.6,(G (speed <= 10)),speed ≤ 10,False
3/5,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
2/6,R1,(G (battery > 0)),G(battery > 0),True
6/6,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
6/6,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
6/6,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
6/6,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
6/6,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
2/6,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
6/6,R2.6,(G (speed <= 10)),speed ≤ 10,False
3/6,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal) ∧ ¬O((atGoal ∧ currentPosition ≠ goal)),False
2/7,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
7/7,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
7/7,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
7/7,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
7/7,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
7/7,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
3/7,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
7/7,R2.6,(G (speed <= 10)),speed ≤ 10,False
4/7,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
2/8,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
8/8,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
8/8,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
7/8,R2,(G (! Obstacle_currentPosition)),G(currentPosition ≠ obstacle),False
8/8,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
8/8,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
3/8,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
8/8,R2.6,(G (speed <= 10)),speed ≤ 10,False
5/8,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
2/9,R1,(G (battery > 0)),G (pre_battery > 0),False
9/9,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
9/9,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
8/9,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
9/9,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
9/9,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
3/9,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
9/9,R2.6,(G (speed <= 10)),speed ≤ 10,False
6/9,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
3/10,R1,(G (battery > 0)),G(battery > 0),True
10/10,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
10/10,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
9/10,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
10/10,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
10/10,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
3/10,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
10/10,R2.6,(G (speed <= 10)),speed ≤ 10,False
7/10,R3.5,(G (atGoal -> (currentPosition = goal))),G(atGoal → currentPosition = goal),True
4/11,R1,(G (battery > 0)),G(battery > 0),True
11/11,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
11/11,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
10/11,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
11/11,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
11/11,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
3/11,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
11/11,R2.6,(G (speed <= 10)),speed ≤ 10,False
8/11,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
4/12,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
12/12,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
12/12,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
11/12,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
12/12,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
12/12,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
3/12,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),O(start = s0 → initialPosition = y),
12/12,R2.6,(G (speed <= 10)),G(speed ≤ 10),True
9/12,R3.5,(G (atGoal -> (currentPosition = goal))),G(atGoal → currentPosition = goal),True
5/13,R1,(G (battery > 0)),G (battery > 0),True
12/13,R1.1,(G (chargePosition = x)),G (chargePosition = Y(chargePosition)),
13/13,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → (goal = chargePosition)),True
12/13,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
12/13,R2.1,(G (initialPosition = y)),G (initialPosition = Y(initialPosition)),
13/13,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
4/13,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
13/13,R2.6,(G (speed <= 10)),speed ≤ 10,False
10/13,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
5/14,R1,(G (battery > 0)),G (pre_battery > 0),False
13/14,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
14/14,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
13/14,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
13/14,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
14/14,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
4/14,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),currentPosition = initialPosition,False
14/14,R2.6,(G (speed <= 10)),speed ≤ 10,False
11/14,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
5/15,R1,(G (battery > 0)),G (pre_battery > 0),False
